product,console,variant,type,source,market_price,old_price,new_price,diff,profit,status,notes
Biofreaks - Nintendo 64 Game,Nintendo 64,complete (cib),cib,pc,41.97,56.99,56.99,0.00,13.07,NO_CHANGE,
Bionic Commando Elite Forces - Gameboy Color Game,Gameboy Color,game only,loose,ebay(18),32.19,42.99,43.99,1.00,10.22,APPLIED,
Bionic Commando Elite Forces - Gameboy Color Game,Gameboy Color,complete (cib),cib,ebay(6),92.03,76.99,124.99,48.00,29.04,APPLIED,
Bionicle Heroes - Gamecube Game,Gamecube,game only,loose,ebay(43),13.79,11.81,18.99,7.18,4.35,APPLIED,
Bionicle Matoran Adventures - GBA Game,Gameboy Advance,game only,loose,pc,7.98,10.64,10.99,0.35,2.39,NO_CHANGE,
Bionicle Matoran Adventures - GBA Game,Gameboy Advance,complete (cib),cib,pc,33.97,45.99,45.99,0.00,10.39,NO_CHANGE,
Black - PS2 Game,Playstation 2,game only,loose,pc,11.74,16.15,15.99,-0.16,3.49,NO_CHANGE,
Black - PS2 Game,Playstation 2,complete (cib),cib,pc,15.00,20.99,20.99,0.00,5.08,NO_CHANGE,
Black - Xbox Game,Xbox,game only,loose,ebay(10),1.70,14.93,2.99,-11.94,0.90,APPLIED,
Black Bass - NES Game,NES,game only,loose,ebay(78),12.62,13.04,17.99,4.95,4.55,APPLIED,
Blackthornes - SNES Game,SNES,,,,,,,,,NO_MATCH,PC and eBay both failed
Blades of Steel [Classic Series] - NES Game,NES,game only,loose,pc,17.50,23.99,23.99,0.00,5.49,NO_CHANGE,
Blades of Steel [Classic Series] - NES Game,NES,complete (cib),cib,pc,116.70,157.99,157.99,0.00,36.41,NO_CHANGE,
Blades of Thunder - GBA Game,Gameboy Advance,game only,loose,ebay(14),9.66,13.75,13.99,0.24,3.62,NO_CHANGE,
Blades of Vengeance - Sega Genesis Game,Sega Genesis,game only,loose,ebay(25),68.40,63.06,92.99,29.93,21.59,APPLIED,
Blades of Vengeance - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(4),151.79,112.99,204.99,92.00,46.96,APPLIED,
Blast Lacrosse - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
Blaster Master II - Sega Genesis Game,Sega Genesis,,,,,,,,,NO_MATCH,PC and eBay both failed
Blender Bros - GBA Game,Gameboy Advance,game only,loose,ebay(9),38.64,75.36,52.99,-22.37,12.51,APPLIED,
Blitz Overtime - PSP Game,PSP,game only,loose,ebay(7),33.23,23.57,44.99,21.42,10.16,APPLIED,
Blowout - Gamecube Game,Gamecube,game only,loose,ebay(37),11.72,7.50,15.99,8.49,3.51,APPLIED,
Blowout - Gamecube Game,Gamecube,complete (cib),cib,ebay(11),13.79,12.99,18.99,6.00,4.35,APPLIED,
BMX Trick Racer - GBA Game,Gameboy Advance,game only,loose,ebay(10),8.74,5.37,11.99,6.62,2.60,APPLIED,
Bogey Dead 6 - PS1 Game,Playstation,game only,loose,ebay(31),6.43,10.11,8.99,-1.12,2.00,APPLIED,
Bogey Dead 6 - PS1 Game,Playstation,complete (cib),cib,ebay(11),11.95,17.99,16.99,-1.00,4.25,APPLIED,
Bomberman - NES Game,NES,game only,loose,pc,22.99,32.16,31.99,-0.17,7.77,NO_CHANGE,
Bomberman - NES Game,NES,complete (cib),cib,pc,99.95,134.99,134.99,0.00,30.83,NO_CHANGE,
Bomberman - PSP Game,PSP,game only,loose,pc,12.95,18.24,17.99,-0.25,4.22,NO_CHANGE,
Bomberman - PSP Game,PSP,complete (cib),cib,pc,19.24,25.99,25.99,0.00,5.70,NO_CHANGE,
Bomberman Party Edition - PS1 Game,Playstation,game only,loose,ebay(7),18.40,18.98,24.99,6.01,5.57,APPLIED,
Bonkers - Sega Genesis Game,Sega Genesis,game only,loose,ebay(31),12.87,20.17,17.99,-2.18,4.30,APPLIED,
Boogerman A Pick and Flick Adventure - Sega Genesis Game,Sega Genesis,game only,loose,ebay(37),35.87,35.80,48.99,13.19,11.40,APPLIED,
Bookworm - GBA Game,Gameboy Advance,,,,,,,,,NO_MATCH,PC and eBay both failed
Boombots - PS1 Game,Playstation,game only,loose,ebay(12),13.79,13.24,18.99,5.75,4.35,APPLIED,
BRAHMA Force the Assault on Beltlogger 9 - PS1 Game,Playstation,game only,loose,pc,9.78,18.98,13.99,-4.99,3.50,APPLIED,
BRAHMA Force the Assault on Beltlogger 9 - PS1 Game,Playstation,complete (cib),cib,pc,17.77,33.99,23.99,-10.00,5.22,APPLIED,
Brain Lord - SNES Game,SNES,game only,loose,ebay(51),55.19,63.80,74.99,11.19,17.33,APPLIED,
Brain Lord - SNES Game,SNES,complete (cib),cib,ebay(10),164.51,113.99,222.99,109.00,51.71,APPLIED,
Bratz Forever Diamondz - GBA Game,Gameboy Advance,game only,loose,pc,7.99,11.44,10.99,-0.45,2.38,NO_CHANGE,
Bratz Forever Diamondz - GBA Game,Gameboy Advance,complete (cib),cib,pc,14.99,20.99,20.99,0.00,5.09,NO_CHANGE,
Bratz: The Movie - GBA Game,Gameboy Advance,game only,loose,pc,6.84,10.48,9.99,-0.49,2.56,NO_CHANGE,
Bratz: The Movie - GBA Game,Gameboy Advance,complete (cib),cib,pc,11.12,15.99,15.99,0.00,4.11,NO_CHANGE,
Brave Fencer Musashi - PS1 Game,Playstation,game only,loose,ebay(34),17.48,97.19,23.99,-73.20,5.51,APPLIED,
Brave Story New Traveler - PSP Game,PSP,game only,loose,ebay(36),25.47,47.07,34.99,-12.08,8.21,APPLIED,
Brave Story New Traveler - PSP Game,PSP,complete (cib),cib,ebay(8),37.01,83.99,49.99,-34.00,11.23,APPLIED,
Brave The Search for Spirit Dancer - PS2 Game,Playstation 2,game only,loose,pc,6.17,8.80,8.99,0.19,2.26,NO_CHANGE,
Brave The Search for Spirit Dancer - PS2 Game,Playstation 2,complete (cib),cib,pc,8.34,11.99,11.99,0.00,3.00,NO_CHANGE,
Breath of Fire - SNES Game,SNES,game only,loose,ebay(41),19.32,65.25,26.99,-38.26,6.59,APPLIED,
Breath of Fire 3 - PSP Game,PSP,game only,loose,ebay(33),50.60,34.22,68.99,34.77,16.09,APPLIED,
Breath of Fire II - SNES Game,SNES,game only,loose,ebay(68),50.13,123.24,67.99,-55.25,15.59,APPLIED,
Breath of Fire II - SNES Game,SNES,complete (cib),cib,ebay(4),321.98,220.99,434.99,214.00,100.10,APPLIED,
Breeders' Cup World Thoroughbred Championships - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Breeders' Cup World Thoroughbred Championships - Xbox Game,Xbox,game only,loose,ebay(35),5.46,5.25,7.99,2.74,2.00,APPLIED,
Breeders' Cup World Thoroughbred Championships - Xbox Game,Xbox,complete (cib),cib,ebay(25),6.62,8.99,8.99,0.00,1.81,NO_CHANGE,
Brigandine: The Legend of Forsena - PS1 Game,Playstation,game only,loose,pc,72.47,97.99,97.99,0.00,22.38,NO_CHANGE,
Brigandine: The Legend of Forsena - PS1 Game,Playstation,complete (cib),cib,pc,132.43,178.99,178.99,0.00,41.07,NO_CHANGE,
Britney's Dance Beat - PS2 Game,Playstation 2,game only,loose,pc,7.48,10.99,10.99,0.00,2.89,NO_CHANGE,
Britney's Dance Beat - PS2 Game,Playstation 2,complete (cib),cib,pc,10.09,13.99,13.99,0.00,3.19,NO_CHANGE,
Brunswick Pro Bowling - PS2 Game,Playstation 2,game only,loose,pc,3.95,5.99,5.99,0.00,1.57,NO_CHANGE,
Brunswick Pro Bowling - PS2 Game,Playstation 2,complete (cib),cib,pc,5.81,7.99,7.99,0.00,1.65,NO_CHANGE,
Bubble and Squeak - Sega Genesis Game,Sega Genesis,game only,loose,ebay(22),18.40,30.07,24.99,-5.08,5.57,APPLIED,
Bubsy II - Sega Genesis Game,Sega Genesis,game only,loose,ebay(61),16.56,20.20,22.99,2.79,5.46,APPLIED,
Bubsy II - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(23),26.63,35.99,35.99,0.00,8.02,NO_CHANGE,
Buck Rogers Countdown to Doomsday - Sega Genesis Game,Sega Genesis,game only,loose,ebay(25),41.39,47.85,55.99,8.14,12.68,APPLIED,
Budokan: The Martial Spirit - Sega Genesis Game,Sega Genesis,game only,loose,ebay(23),12.87,15.56,17.99,2.43,4.30,APPLIED,
Budokan: The Martial Spirit - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(5),22.07,27.99,29.99,2.00,6.75,APPLIED,
Buffy the Vampire Slayer - Xbox Game,Xbox,game only,loose,pc,25.23,29.99,34.99,5.00,8.45,APPLIED,
Buffy the Vampire Slayer - Xbox Game,Xbox,complete (cib),cib,pc,28.50,35.99,38.99,3.00,9.06,APPLIED,
Bug Riders - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
Bugs Bunny Crazy Castle - NES Game,NES,game only,loose,ebay(56),13.78,26.99,18.99,-8.00,4.36,APPLIED,
Bugs Bunny Rabbit Rampage - SNES Game,SNES,game only,loose,ebay(74),13.77,14.70,18.99,4.29,4.37,APPLIED,
Build 'N Race - Wii Game,Wii,game only,loose,ebay(65),5.47,8.26,7.99,-0.27,1.99,NO_CHANGE,
Build 'N Race - Wii Game,Wii,complete (cib),cib,ebay(21),7.35,13.99,9.99,-4.00,2.05,APPLIED,
Bujingai The Forsaken City - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Bump 'n' Jump - NES Game,NES,game only,loose,ebay(71),9.96,13.40,13.99,0.59,3.32,APPLIED,
Bump 'n' Jump - NES Game,NES,complete (cib),cib,ebay(8),59.80,23.99,80.99,57.00,18.54,APPLIED,
Burning Force - Sega Genesis Game,Sega Genesis,game only,loose,ebay(35),72.56,54.16,97.99,43.83,22.29,APPLIED,
Burning Force - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(9),71.75,96.99,96.99,0.00,22.13,NO_CHANGE,
Burnout 2 Point of Impact - Gamecube Game,Gamecube,game only,loose,pc,23.92,32.99,32.99,0.00,7.81,NO_CHANGE,
Burnout 2 Point of Impact - Gamecube Game,Gamecube,complete (cib),cib,pc,31.99,43.99,43.99,0.00,10.42,NO_CHANGE,
Burnout 3 Takedown - Xbox Game,Xbox,game only,loose,pc,10.65,15.07,14.99,-0.08,3.61,NO_CHANGE,
Burnout 3 Takedown - Xbox Game,Xbox,complete (cib),cib,pc,15.45,20.99,20.99,0.00,4.63,NO_CHANGE,
Bushido Blade - PS1 Game,Playstation,game only,loose,pc,20.43,27.99,27.99,0.00,6.45,NO_CHANGE,
Bushido Blade - PS1 Game,Playstation,complete (cib),cib,pc,37.75,50.99,50.99,0.00,11.46,NO_CHANGE,
Bust-A-Move 3000 - Gamecube Game,Gamecube,game only,loose,ebay(11),51.17,68.20,69.99,1.79,16.49,APPLIED,
Bust-A-Move 3000 - Gamecube Game,Gamecube,complete (cib),cib,ebay(6),80.95,121.99,109.99,-12.00,25.55,APPLIED,
Bust-A-Move 99 - Nintendo 64 Game,Nintendo 64,game only,loose,ebay(5),13.76,56.00,18.99,-37.01,4.38,APPLIED,
Buzz! Master Quiz - PSP Game,PSP,game only,loose,pc,3.32,4.94,4.99,0.05,1.23,NO_CHANGE,
Buzz! Master Quiz - PSP Game,PSP,complete (cib),cib,pc,3.66,8.99,4.99,-4.00,0.89,APPLIED,
Cabal - NES Game,NES,game only,loose,ebay(70),13.80,14.05,18.99,4.94,4.34,APPLIED,
Cabal - NES Game,NES,complete (cib),cib,ebay(6),57.40,24.99,77.99,53.00,18.03,APPLIED,
Cabela's Alaskan Adventures - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Cabela's Big Game Hunter 2005 Adventures - Gamecube Game,Gamecube,game only,loose,ebay(48),9.25,11.50,12.99,1.49,3.06,APPLIED,
Cabela's Big Game Hunter 2005 Adventures - Gamecube Game,Gamecube,complete (cib),cib,ebay(6),12.85,19.99,17.99,-2.00,4.32,APPLIED,
Cabela's Deer Hunt 2005 - PS2 Game,Playstation 2,game only,loose,pc,2.39,9.48,3.99,-5.49,1.18,APPLIED,
Cabela's Deer Hunt 2005 - PS2 Game,Playstation 2,complete (cib),cib,pc,9.72,16.99,13.99,-3.00,3.56,APPLIED,
Cabela's Legendary Adventures - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Cabela's Legendary Adventures - PSP Game,PSP,game only,loose,ebay(38),9.20,11.20,12.99,1.79,3.11,APPLIED,
Cabela's Legendary Adventures - PSP Game,PSP,complete (cib),cib,ebay(8),10.55,19.99,14.99,-5.00,3.71,APPLIED,
Cabela's Monster Bass - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Cabela's Trophy Bucks - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Caesar's Palace 2000 - PS1 Game,Playstation,game only,loose,pc,3.75,6.25,5.99,-0.26,1.77,NO_CHANGE,
Caesar's Palace 2000 - PS1 Game,Playstation,complete (cib),cib,pc,5.15,6.99,6.99,0.00,1.34,NO_CHANGE,
Caesar's Palace Advance - GBA Game,Gameboy Advance,game only,loose,pc,4.75,7.22,6.99,-0.23,1.74,NO_CHANGE,
Caesar's Palace Advance - GBA Game,Gameboy Advance,complete (cib),cib,pc,16.06,21.99,21.99,0.00,4.99,NO_CHANGE,
Cake Mania Baker's Challenge - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Caliber 50 - Sega Genesis Game,Sega Genesis,game only,loose,ebay(12),57.50,63.68,77.99,14.31,17.93,APPLIED,
California Games - Sega Genesis Game,Sega Genesis,game only,loose,ebay(27),15.86,15.65,21.99,6.34,5.19,APPLIED,
California Games - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(6),29.87,27.99,40.99,13.00,9.63,APPLIED,
California Speed - Nintendo 64 Game,Nintendo 64,,,,,,,,,NO_MATCH,PC and eBay both failed
Call of Duty World at War - Wii Game,Wii,game only,loose,pc,5.49,8.23,7.99,-0.24,1.97,NO_CHANGE,
Call of Duty World at War - Wii Game,Wii,complete (cib),cib,pc,6.20,8.99,8.99,0.00,2.23,NO_CHANGE,
Canada Hunt - Wii Game,Wii,game only,loose,ebay(19),9.20,13.07,12.99,-0.08,3.11,NO_CHANGE,
Canada Hunt - Wii Game,Wii,complete (cib),cib,ebay(7),9.83,22.99,13.99,-9.00,3.45,APPLIED,
Captain America and the Avengers - Sega Genesis Game,Sega Genesis,game only,loose,ebay(54),36.32,33.99,49.99,16.00,11.92,APPLIED,
Captain America and the Avengers - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(10),57.96,60.99,78.99,18.00,18.44,APPLIED,
Captain Comic - NES Game,NES,game only,loose,ebay(40),20.18,25.24,27.99,2.75,6.70,APPLIED,
Captain Comic - NES Game,NES,complete (cib),cib,ebay(4),78.70,44.99,106.99,62.00,24.89,APPLIED,
Captain Planet and the Planeteers - NES Game,NES,game only,loose,pc,22.99,31.64,31.99,0.35,7.77,NO_CHANGE,
Captain Planet and the Planeteers - NES Game,NES,complete (cib),cib,pc,140.77,190.99,190.99,0.00,44.38,NO_CHANGE,
CART World Series - PS1 Game,Playstation,game only,loose,ebay(12),7.36,15.03,9.99,-5.04,2.04,APPLIED,
Casper - PS1 Game,Playstation,game only,loose,pc,8.45,12.46,11.99,-0.47,2.89,NO_CHANGE,
Casper - PS1 Game,Playstation,complete (cib),cib,pc,11.11,15.99,15.99,0.00,4.12,NO_CHANGE,
Castle of Shikigami III - Wii Game,Wii,game only,loose,ebay(27),36.80,55.42,49.99,-5.43,11.44,APPLIED,
Castle of Shikigami III - Wii Game,Wii,complete (cib),cib,ebay(11),36.79,98.99,49.99,-49.00,11.45,APPLIED,
Castlequest - NES Game,NES,game only,loose,ebay(68),13.54,12.59,18.99,6.40,4.60,APPLIED,
Centipede: Infestation - Wii Game,Wii,game only,loose,ebay(30),10.14,14.88,13.99,-0.89,3.14,APPLIED,
Centipede: Infestation - Wii Game,Wii,complete (cib),cib,ebay(12),9.30,25.99,12.99,-13.00,3.01,APPLIED,
Champions World Class Soccer - Sega Genesis Game,Sega Genesis,game only,loose,ebay(44),9.32,6.80,12.99,6.19,2.99,APPLIED,
Champions World Class Soccer - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(13),9.20,11.99,12.99,1.00,3.11,APPLIED,
Championship Bowling - NES Game,NES,game only,loose,ebay(75),7.35,7.19,9.99,2.80,2.05,APPLIED,
Championship Foosball - Wii Game,Wii,game only,loose,ebay(53),6.89,7.63,9.99,2.36,2.51,APPLIED,
Championship Foosball - Wii Game,Wii,complete (cib),cib,ebay(12),8.25,12.99,11.99,-1.00,3.09,APPLIED,
Charlie's Angels - Gamecube Game,Gamecube,game only,loose,pc,13.50,19.31,18.99,-0.32,4.64,NO_CHANGE,
Charlie's Angels - Gamecube Game,Gamecube,complete (cib),cib,pc,15.54,20.99,20.99,0.00,4.54,NO_CHANGE,
Chicken Little Ace In Action - PS2 Game,Playstation 2,game only,loose,pc,7.83,10.99,10.99,0.00,2.54,NO_CHANGE,
Chicken Little Ace In Action - PS2 Game,Playstation 2,complete (cib),cib,pc,9.29,12.99,12.99,0.00,3.02,NO_CHANGE,
Chicken Shoot 2 - GBA Game,Gameboy Advance,game only,loose,pc,5.03,6.74,6.99,0.25,1.46,NO_CHANGE,
Chicken Shoot 2 - GBA Game,Gameboy Advance,complete (cib),cib,pc,10.60,14.99,14.99,0.00,3.66,NO_CHANGE,
Chiller - NES Game,NES,,,,,,,,,NO_MATCH,PC and eBay both failed
Chronicles of Narnia Prince Caspian - PS2 Game,Playstation 2,game only,loose,pc,5.48,8.21,7.99,-0.22,1.98,NO_CHANGE,
Chronicles of Narnia Prince Caspian - PS2 Game,Playstation 2,complete (cib),cib,pc,7.45,10.99,10.99,0.00,2.92,NO_CHANGE,
Chuck Rock II Son of Chuck - Sega Genesis Game,Sega Genesis,game only,loose,ebay(43),13.80,22.99,18.99,-4.00,4.34,APPLIED,
Chuck Rock II Son of Chuck - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(13),32.19,40.99,43.99,3.00,10.22,APPLIED,
Circus Caper - NES Game,NES,game only,loose,ebay(54),13.79,15.52,18.99,3.47,4.35,APPLIED,
Circus Caper - NES Game,NES,complete (cib),cib,ebay(5),87.39,26.99,117.99,91.00,26.88,APPLIED,
Clash at Demonhead - NES Game,NES,game only,loose,ebay(69),22.07,30.02,29.99,-0.03,6.75,NO_CHANGE,
Clash at Demonhead - NES Game,NES,complete (cib),cib,ebay(8),89.20,53.99,120.99,67.00,27.98,APPLIED,
ClayFighter - SNES Game,SNES,game only,loose,ebay(44),17.22,25.35,23.99,-1.36,5.77,APPLIED,
ClayFighter 2 Judgment Clay - SNES Game,SNES,game only,loose,ebay(24),20.68,25.33,27.99,2.66,6.20,APPLIED,
Cleopatra's Fortune - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
Cliffhanger - Sega CD Game,Sega CD,game only,loose,ebay(35),22.44,14.99,30.99,16.00,7.35,APPLIED,
Cliffhanger - Sega CD Game,Sega CD,complete (cib),cib,ebay(20),24.38,25.99,32.99,7.00,7.35,APPLIED,
Coach K College Basketball - Sega Genesis Game,Sega Genesis,game only,loose,ebay(21),13.79,11.01,18.99,7.98,4.35,APPLIED,
Cobra Command - NES Game,NES,game only,loose,ebay(60),13.80,14.40,18.99,4.59,4.34,APPLIED,
Cobra Command - NES Game,NES,complete (cib),cib,ebay(7),58.85,24.99,79.99,55.00,18.52,APPLIED,
Code Lyoko Quest for Infinity - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Code Name Viper - NES Game,NES,game only,loose,ebay(61),14.62,13.21,19.99,6.78,4.49,APPLIED,
Code Name Viper - NES Game,NES,complete (cib),cib,ebay(6),52.88,22.99,71.99,49.00,16.72,APPLIED,
College Football USA 96 - Sega Genesis Game,Sega Genesis,game only,loose,pc,4.99,7.09,6.99,-0.10,1.50,NO_CHANGE,
College Football USA 96 - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,10.10,13.99,13.99,0.00,3.18,NO_CHANGE,
College Football's National Championship II - Sega Genesis Game,Sega Genesis,game only,loose,pc,3.60,4.99,4.99,0.00,0.95,NO_CHANGE,
College Football's National Championship II - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,13.90,18.99,18.99,0.00,4.24,NO_CHANGE,
College Hoops 2K7 - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
College Hoops 2K8 - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
College Slam - Gameboy Game,Gameboy,game only,loose,ebay(9),9.19,14.91,12.99,-1.92,3.12,APPLIED,
College Slam - Sega Genesis Game,Sega Genesis,game only,loose,ebay(61),9.19,8.32,12.99,4.67,3.12,APPLIED,
College Slam - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(9),13.79,13.99,18.99,5.00,4.35,APPLIED,
Combat Elite W - Wii Game Paratroopers - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Comix Zone - Sega Genesis Game,Sega Genesis,game only,loose,ebay(44),53.04,36.18,71.99,35.81,16.56,APPLIED,
Comix Zone - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(9),101.20,64.99,136.99,72.00,31.52,APPLIED,
Conan the Mysteries of Time - NES Game,NES,game only,loose,ebay(10),84.59,144.54,114.99,-29.55,26.77,APPLIED,
Conflict Desert Storm - Gamecube Game,Gamecube,game only,loose,pc,13.99,18.99,18.99,0.00,4.15,NO_CHANGE,
Conflict Desert Storm - Gamecube Game,Gamecube,complete (cib),cib,pc,16.01,21.99,21.99,0.00,5.04,NO_CHANGE,
Conquest of the Crystal Palace - NES Game,NES,game only,loose,pc,33.46,45.99,45.99,0.00,10.90,NO_CHANGE,
Conquest of the Crystal Palace - NES Game,NES,complete (cib),cib,pc,150.00,202.99,202.99,0.00,46.80,NO_CHANGE,
Contra Adventure - PS1 Game,Playstation,game only,loose,ebay(7),16.53,47.31,22.99,-24.32,5.49,APPLIED,
Contra Legacy of War - Sega Saturn Game,Sega Saturn,game only,loose,ebay(16),77.14,120.00,104.99,-15.01,24.51,APPLIED,
Cool Boarders 2001 - PS2 Game,Playstation 2,game only,loose,ebay(63),7.73,6.25,10.99,4.74,2.64,APPLIED,
Cool Boarders 2001 - PS2 Game,Playstation 2,complete (cib),cib,ebay(7),9.20,10.99,12.99,2.00,3.11,APPLIED,
Cosmo Tank - Gameboy Game,Gameboy,game only,loose,ebay(39),18.39,20.88,24.99,4.11,5.58,APPLIED,
Counter Force - Wii Game,Wii,game only,loose,pc,4.01,6.36,5.99,-0.37,1.51,NO_CHANGE,
Counter Force - Wii Game,Wii,complete (cib),cib,pc,7.27,9.99,9.99,0.00,2.13,NO_CHANGE,
Crash 'n' the Boys: Street Challenge - NES Game,NES,game only,loose,ebay(13),50.41,55.36,68.99,13.63,16.28,APPLIED,
Crash Bandicoot 2 N-tranced - GBA Game,Gameboy Advance,game only,loose,pc,11.94,17.18,16.99,-0.19,4.26,NO_CHANGE,
Crash Bandicoot 2 N-tranced - GBA Game,Gameboy Advance,complete (cib),cib,pc,44.10,59.99,59.99,0.00,13.85,NO_CHANGE,
Crash Nitro Kart - PS2 Game,Playstation 2,game only,loose,pc,7.98,10.99,10.99,0.00,2.39,NO_CHANGE,
Crash Nitro Kart - PS2 Game,Playstation 2,complete (cib),cib,pc,10.74,14.99,14.99,0.00,3.52,NO_CHANGE,
Crayola Colorful Journey - Wii Game,Wii,game only,loose,ebay(69),4.60,7.72,6.99,-0.73,1.89,APPLIED,
Crayola Colorful Journey - Wii Game,Wii,complete (cib),cib,ebay(12),6.43,12.99,8.99,-4.00,2.00,APPLIED,
Crazy Frog Arcade Racer - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Crimson Gem Saga - PSP Game,PSP,game only,loose,ebay(5),50.60,54.38,68.99,14.61,16.09,APPLIED,
Crouching Tiger Hidden Dragon - Xbox Game,Xbox,game only,loose,pc,4.97,7.21,6.99,-0.22,1.52,NO_CHANGE,
Crouching Tiger Hidden Dragon - Xbox Game,Xbox,complete (cib),cib,pc,7.33,9.99,9.99,0.00,2.07,NO_CHANGE,
Cruis'n Exotica - Gameboy Color Game,Gameboy Color,game only,loose,ebay(31),14.67,18.01,19.99,1.98,4.44,APPLIED,
Cruis'n Exotica - Nintendo 64 Game,Nintendo 64,game only,loose,ebay(4),16.00,48.91,21.99,-26.92,5.05,APPLIED,
Cruis'n Velocity - GBA Game,Gameboy Advance,game only,loose,ebay(22),11.48,15.23,15.99,0.76,3.75,APPLIED,
Cruise Ship Vacation Games - Wii Game,Wii,game only,loose,ebay(66),6.44,8.48,8.99,0.51,1.99,APPLIED,
Cruise Ship Vacation Games - Wii Game,Wii,complete (cib),cib,ebay(12),7.10,14.99,9.99,-5.00,2.30,APPLIED,
Crushed Baseball - GBA Game,Gameboy Advance,game only,loose,ebay(21),7.07,9.82,9.99,0.17,2.33,NO_CHANGE,
Crystal Quest - Gameboy Game,Gameboy,game only,loose,ebay(9),18.40,20.23,24.99,4.76,5.57,APPLIED,
Crystal's Pony Tale - Sega Genesis Game,Sega Genesis,game only,loose,ebay(19),18.40,22.61,24.99,2.38,5.57,APPLIED,
Crystal's Pony Tale - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(5),27.55,39.99,37.99,-2.00,9.04,APPLIED,
Crystalis - Gameboy Color Game,Gameboy Color,game only,loose,ebay(23),32.19,48.72,43.99,-4.73,10.22,APPLIED,
Crystalis - Gameboy Color Game,Gameboy Color,complete (cib),cib,ebay(5),131.55,86.99,177.99,91.00,40.98,APPLIED,
Crystalis - NES Game,NES,game only,loose,ebay(55),22.99,28.84,31.99,3.15,7.77,APPLIED,
Crystalis - NES Game,NES,complete (cib),cib,ebay(15),108.56,50.99,146.99,96.00,33.87,APPLIED,
Curious George - Gamecube Game,Gamecube,game only,loose,ebay(17),14.44,15.35,19.99,4.64,4.67,APPLIED,
Curious George - Gamecube Game,Gamecube,complete (cib),cib,ebay(6),15.58,26.99,21.99,-5.00,5.47,APPLIED,
Cutthroat Island - Sega Genesis Game,Sega Genesis,game only,loose,ebay(21),22.99,19.49,31.99,12.50,7.77,APPLIED,
Cutthroat Island - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(8),32.10,34.99,43.99,9.00,10.31,APPLIED,
Cybernator - SNES Game,SNES,game only,loose,ebay(32),41.40,40.70,55.99,15.29,12.67,APPLIED,
